ID,Severity,Start_Time,End_Time,Distance(mi),Description,Zipcode,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Duration,Region,State_CA,State_FL,State_Others,State_TX,City_Charlotte,City_Houston,City_Los Angeles,City_Miami,City_Orlando,City_Others,Weather_Condition_Encoded,Weather_Condition_Clear / Cloudy,Weather_Condition_Fog / Low Visibility,Weather_Condition_Others,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunderstorms / Severe Weather
A-6588380,2,1039,1434,2.1630000000000003,Slow traffic on Santa Monica Fwy E - I-10 E from Crenshaw Blvd (I-10) to I-110/CA-110/Harbor Fwy (I-10) due to accident.,90018,2020-11-11 16:52:00,62.0,53.0,29.76,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-6247663,2,1200,1367,5.182,Stationary traffic on I-80 W from US-322/Exit 70 (I-80) to PA-66/Exit 64 (I-80) due to accident.,16258,2021-11-01 19:53:00,39.0,65.0,28.23,10.0,SW,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3994245,2,1176,1254,0.503,Incident on E ADAMS AVE near S MENDOCINO AVE Road closed. Take alternate route.,93648-9619,2022-10-16 19:53:00,72.0,55.0,29.67,10.0,WNW,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6446644,2,1036,1154,0.079,Incident on US-169 SB near W 166TH ST Drive with caution.,55352-9510,2021-02-17 17:13:00,9.0,73.0,29.31,6.0,S,7.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,118,5,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-868083,2,535,581,0.0,Accident on FL-291 Davis Hwy at Northcross Ln.,32514-7562,2021-10-08 08:53:00,77.0,82.0,29.93,10.0,N,9.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,46,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2017421,2,1256,1300,0.0,Accident on US-64-BR Wendell Blvd at Eagle Rock Rd.,27591,2019-08-12 21:00:00,77.0,65.0,29.57,10.0,SSE,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1571616,3,1032,1109,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 347 US-1-ALT Emerson St.,32207,2020-03-02 16:53:00,76.0,38.0,30.03,10.0,SSW,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-986112,3,508,598,0.0,Lane blocked due to accident on I-290 Eisenhower Expy Westbound at 17th Ave.,60153,2021-06-29 08:12:00,74.0,93.0,29.44,9.0,SSW,7.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,90,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6026067,2,450,560,0.649,Slow traffic on I-238 N from I-580 E to E 14th St (CA-185) exit [15] due to accident.,94541,2021-10-12 07:54:00,54.0,31.0,30.0,10.0,NW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5235130,2,794,869,0.031,Incident on SAND FLEA DR near CR-30A Drive with caution.,32461-6961,2022-06-23 12:53:00,96.0,43.0,29.82,10.0,NNW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4738702,2,560,670,2.68,Stationary traffic on I-66 E from VA-234/Prince William Pkwy/Exit 44 (I-66) to US-29/Exit 52 (I-66) due to accident.,20109,2022-05-05 08:56:00,63.0,65.0,29.93,10.0,NNE,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1699415,2,849,909,0.0,Accident on Rasa Dr at Horal Dr.,78227,2019-12-06 13:56:00,75.0,30.0,29.4,10.0,NNE,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2185822,3,301,389,0.0,Three lanes blocked due to accident on I-35 Southbound at TX-123.,78666,2019-04-24 04:56:00,68.0,93.0,29.27,10.0,ENE,14.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3694061,2,956,1088,0.504,Accident on S Central Ave from W Simmons Rd to W Linwood Ave.,95380,2023-03-29 15:55:00,43.0,86.0,29.71,1.0,SSW,12.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,132,9,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1
A-6081398,2,403,500,2.525,Slow traffic on I-81 S - US-220 S from US-220/Exit 150 (I-81) to I-581/Exit 143 (I-81) due to accident.,24019,2021-09-18 06:54:00,69.0,87.0,28.93,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2072622,2,1024,1083,0.0,Accident on Keith Rd at PA-611 Old York Rd.,19001-3411,2019-06-26 16:54:00,91.0,35.0,29.88,10.0,WSW,8.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,59,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7091087,1,912,947,0.0,At E 116th St - Accident.,44104,2020-06-16 14:53:00,66.0,75.0,29.69,10.0,NE,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1125784,3,608,714,0.0,Left lane blocked due to accident on I-40 Eastbound at Exit 360 Buttermilk Rd.,37771,2021-03-09 09:53:00,50.0,46.0,29.47,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4069778,2,1126,1231,1.133,Incident on I-459 SB near MM 27 Drive with caution.,35210,2022-02-21 18:41:00,53.0,86.0,29.51,10.0,E,7.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5338852,2,508,649,1.329,Slow traffic on I-278 E from I-278/Verrazano-Narrows Bridge (Verrazano-Narrows Bridge (Upper Level)) to I-278/92nd St (Verrazano-Narrows Bridge (Upper Level)) due to accident.,10305,2022-03-15 08:51:00,47.0,54.0,30.24,10.0,SW,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5992437,2,858,979,0.107,Slow traffic on County Hwy-913 - FL-973 from NW 84th Ave to SW 4th St due to accident.,33126,2021-10-13 13:53:00,81.0,79.0,29.91,7.0,NNE,7.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0
A-5361978,4,666,741,0.031,Incident on CA-63 SB near CA-201 Road closed. Take alternate route.,93277-6236,2022-07-29 10:56:00,88.0,42.0,29.54,10.0,W,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7425646,2,662,927,0.26,At US-97-BR/OR-39/Main St - Accident.,97601,2019-03-10 10:53:00,28.9,85.0,30.04,5.0,NNW,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,9,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-4632628,2,1270,1425,0.02,Accident from Lake Gregory Dr to Zunach.,92325,2022-05-04 20:55:00,73.0,41.0,28.71,10.0,SW,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5976880,2,1079,1179,0.079,Incident on JOHNSON LN near W FM-1626 Expect delays.,78652,2021-07-22 17:53:00,77.0,94.0,29.51,10.0,S,12.0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,100,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1756141,2,914,969,0.0,Left lane lane blocked due to accident on US-26 Sunset Hwy Eastbound at Exits 61 61A 61B Brookwood Pkwy.,97124,2019-10-15 14:53:00,59.0,60.0,29.8,10.0,S,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2094714,3,458,556,0.0,Accident on I-295 Southbound at Exits 28 28A 28B I-64.,23150,2019-05-10 07:54:00,67.0,84.0,29.91,10.0,S,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5218397,2,1025,1045,0.478,Slow traffic from Caribbean Blvd (Franjo Rd) to Old Cutler Rd (Franjo Rd) due to accident.,33157,2022-06-06 16:53:00,79.0,82.0,29.87,10.0,S,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0
A-4097344,2,547,630,0.529,Accident on S 600 W (Bangerter Hwy/UT-154) from UT-68/S Redwood Rd (Bangerter Hwy/UT-154) to UT-154.,84065,2022-01-27 08:54:00,24.0,77.0,26.08,10.0,N,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3678453,2,573,703,0.08,Accident on McCree Rd from S Garland Ave to Lyndon B Johnson Fwy.,75041,2023-03-29 09:50:00,52.0,71.0,29.78,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7347520,2,119,153,0.004,At Ave 16 - Accident.,93215-9313,2019-10-19 01:56:00,52.0,66.0,29.6,10.0,WNW,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3689854,2,740,934,0.711,A crash has occurred with minimal delay to traffic. Prepare to slow or move over for worker safety.,97731,2023-03-24 12:15:00,32.0,87.0,26.56,3.0,WSW,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,9,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-1977961,2,1033,1092,0.0,Accident on US-395 at NV-757 Muller Ln.,89423,2019-07-19 16:53:00,75.0,43.0,23.87,10.0,VAR,7.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,59,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6264370,2,908,1032,0.158,Slow traffic on US-92 E - US-17 N - US-441 N from Florida's Tpke (US-92/US-17) to FL-482/Sand Lake Rd (US-92/US-17) due to accident.,32809,2021-09-20 14:53:00,84.0,74.0,29.88,10.0,SW,9.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0
A-1273657,2,866,1094,0.0,Accident on 61st St at Birmingham Ave.,74136-1207,2020-11-10 14:53:00,53.0,55.0,29.22,10.0,WNW,8.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,228,7,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4340896,2,858,1000,1.383,Incident on I-77 NB near MM 47 Expect long delays.,29180,2022-10-09 14:15:00,64.0,59.0,29.6,10.0,SE,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2920391,2,974,1040,0.0,Accident on SC-413 at Horton Rd.,29627-9584,2018-03-01 17:56:00,59.0,90.0,29.81,10.0,WSW,16.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-7768041,2,687,927,0.04,At I-5/OR-43/SW Kelly Ave/SW Hood Ave - Accident.,97239,2019-08-02 11:53:00,71.0,75.0,30.11,10.0,ESE,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1472279,2,470,530,0.0,Accident on US-101 Southbound at Exit 117 El Capitan State Beach Rd.,93117,2020-05-17 07:53:00,61.0,78.0,29.86,8.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-865817,3,1201,1262,2.009999990463257,Entry ramp to I-40 Eastbound at Exits 12A 12B 12C from I-240 Eastbound lane blocked due to accident.,38134,2021-10-11 19:50:00,70.0,73.0,29.51,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5444989,2,1043,1210,0.135,Stationary traffic from Meadowcreek Dr to Brookridge Dr due to accident.,75254-8623,2022-04-29 17:46:00,79.0,61.0,29.01,10.0,S,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1580431,2,395,516,0.0,Accident on Emerson St at CR-154 Lee Rd.,14606-3123,2020-01-08 06:39:00,31.0,79.0,29.19,6.0,NW,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,121,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-6627986,2,105,397,0.032,Incident on 31ST AVE SB near VANDERBILT PL Expect long delays.,37212-3342,2020-11-18 01:53:00,36.0,59.0,29.89,10.0,CALM,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,292,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1859659,2,1060,1137,0.0,Accident on Plano Rd at Longleaf Dr.,75243-5408,2019-10-02 17:53:00,93.0,32.0,29.21,10.0,S,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6150139,2,1153,1277,0.13,Slow traffic on US-41 N from Florida's Tpke S to SW 10th St due to accident.,33184,2021-12-17 18:53:00,77.0,76.0,30.12,10.0,E,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A-6762848,2,1346,6,1.239,Incident on I-20 WB near MS-468 Right lane blocked. Expect delays.,39208,2020-11-25 22:54:00,53.0,93.0,29.75,10.0,NNW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1340,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2583964,2,685,715,0.0,Left lane blocked and left hand shoulder blocked due to accident on US-220 Virgil H Goode Hwy Northbound at Bonbrook Mill Rd.,24151-6796,2018-09-14 11:54:00,75.9,82.0,30.08,10.0,NNE,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1977981,3,344,373,0.0,Lane blocked due to accident and vehicle fire on I-205 Eastbound at CR-J4 Grant Line Rd.,95377,2019-07-19 05:53:00,58.0,90.0,29.43,9.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6831787,2,176,251,0.025,Incident on US-87 near PINE RIDGE LN Drive with caution.,59105-4533,2020-11-02 02:53:00,47.0,42.0,26.53,10.0,SW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3838285,2,800,881,0.009,Incident on MIAMI VALLEY DR near WILMINGTON PIKE Drive with caution.,45459,2022-01-03 12:53:00,30.0,51.0,29.28,10.0,NW,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,81,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3725405,2,183,203,2.373,Slow traffic on I-94 W - I-41 N - US-41 N from WI-11/Exit 335 (I-94) to WI-20/Exit 333 (I-94) due to accident.,53177,2023-01-26 03:00:00,30.0,88.0,29.1,3.0,WNW,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6805339,4,568,755,0.299,On VA-208 in the County of Louisa in the vicinity of Industrial Dr; Rt. 780E/W (Louisa County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.,23093-4126,2020-09-22 09:35:00,54.0,82.0,29.78,10.0,WSW,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,187,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3899717,2,109,156,0.466,Stationary traffic on I-81 N from WV-901/Spring Mill Dr/Exit 20 (I-81) to US-11/Exit 23 (I-81) due to accident.,25419,2023-02-11 01:53:00,39.0,50.0,29.43,10.0,W,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5687920,2,958,1113,0.136,Slow traffic from Golden Horseshoe Cir to Golden Willow Ct due to accident.,27560-9377,2021-11-13 15:51:00,63.0,31.0,29.46,10.0,WNW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-740351,3,1106,1152,0.0,Two lanes blocked due to accident on I-85 Northbound before I-85 Hov Lane.,30324,2022-01-20 18:53:00,36.0,86.0,29.08,9.0,NW,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-873100,2,471,515,0.0,Accident on FL-71 at 11th St.,32424,2021-10-06 07:53:00,72.0,97.0,29.92,8.0,E,5.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-684709,3,866,911,0.0,Right lane blocked due to crash on I-45 Southbound at Bonner Ave.,75110-9203,2022-03-08 14:23:00,43.0,71.0,29.59,10.0,NNE,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5747702,4,1157,1288,0.05,Closed road from 18th Street Expy S to US-69 S due to accident.,66103,2021-10-21 18:54:00,55.0,57.0,29.33,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,6,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-899725,2,534,563,0.0,Accident on Lepinay Rd at Gabriel St.,70508-7986,2021-09-15 08:53:00,78.0,90.0,29.69,10.0,VAR,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4671311,2,786,810,0.312,Slow traffic from S Vermont Ave (Manchester Ave) to I-110/Harbor Fwy (Manchester Ave) due to accident.,90044-4916,2022-02-12 12:53:00,88.0,6.0,30.02,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-737240,2,496,541,0.0,Accident on IL-132 Grand Ave near CR-W15 Hunt Club Rd.,60031-1642,2022-01-24 07:55:00,17.0,88.0,28.84,0.75,WSW,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,45,6,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-5002076,2,1012,1135,0.124,Stationary traffic on US-271 N - US-271 S - TX-31 from S Broadway Ave (TX-31) to S Palmer Ave (E Front St/TX-31) due to accident.,75702-8215,2022-01-18 15:53:00,72.0,44.0,29.28,10.0,S,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5469953,2,168,1385,0.142,Slow traffic on US-192 W from Hart Ave to Palmetto Rd due to accident.,34746,2021-03-19 02:56:00,68.0,93.0,29.84,10.0,W,9.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1217,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7300824,2,767,819,0.0,At Pinole Valley Rd - Accident.,94564,2019-12-05 12:53:00,56.0,84.0,30.01,7.0,NNE,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1793961,2,1435,72,0.0,Accident on New Hampshire Ave both ways near 117th St.,90044-6579,2019-10-31 23:53:00,59.0,14.0,30.01,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1363,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-1766455,2,397,441,0.0,Accident on US-222 Duke St at Liberty St.,17602-1913,2019-10-21 06:53:00,52.0,83.0,29.63,10.0,N,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4405564,2,555,645,0.0069999999999999,Incident on CAPITOL ST SB near VIRGINIA AVE Drive with caution.,20024,2022-05-23 08:52:00,66.0,56.0,30.22,10.0,NNE,17.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,90,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4751047,4,1246,543,0.439,Incident on I-55 NB near US-98 Road closed. Take alternate route.,39648,2022-01-16 20:53:00,33.0,96.0,29.55,10.0,CALM,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-703,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7116756,2,1342,55,0.0,At CA-221/Napa Vallejo Hwy - Accident.,94558,2020-03-14 21:54:00,47.0,86.0,29.89,10.0,CALM,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,-1287,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4628450,2,500,630,1.633,Stationary traffic on I-15 N from 1600/Exit 276 (I-15) to 500/Exit 276 (I-15) due to accident.,84042,2023-01-02 08:11:00,30.0,93.0,25.21,2.0,VAR,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,8,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-4340414,2,1295,1315,0.398,Slow traffic from I-495/Long Island Expy/Exit 30 (Cross Island Pkwy) to NY-25A/Northern Blvd/Exit 31 (Cross Island Pkwy) due to accident.,11362,2022-05-31 21:51:00,66.0,75.0,29.92,10.0,NE,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
